Job Title,Company,Job URL,Description
N/A,Coullax (or equivalent),https://rooster.jobs/jobs/508375,"Welcome to Twist Digital, where our brand essence revolves around the belief in the transformative power of twisting the fate of businesses. At the core of our values, we are dedicated to unlocking the hidden potential within enterprises and delivering results that bring about positive change.Our commitment lies in providing a comprehensive digital suite tailored to businesses, empowering them to thrive in the ever-evolving digital landscape. We specialize in unraveling new possibilities, reshaping strategies, and guiding brands toward unprecedented success.Position OverviewWe are seeking a motivated and detail-oriented Intern Software Engineer to join our growing team. The ideal candidate will have a passion for full-stack web development, a strong foundation in modern JavaScript frameworks and libraries (especially ReactJS, NextJS, Node.js, and MongoDB), and a willingness to learn and grow in a fast-paced environment.Key Responsibilities:Assist in developing, maintaining, and optimizing web applications using ReactJS/NextJS (frontend) and Node.js/Express (backend).Work with MongoDB to manage and query data for dynamic applications.Collaborate with design and development teams to create scalable and responsive user interfaces.Troubleshoot and debug application issues to ensure optimal performance and user experience.Support in building and integrating RESTful APIs and third-party services.Participate in code reviews, team discussions, and sprint planning.Stay updated with the latest industry trends, tools, and best practices in web development.Qualifications:Basic experience or academic exposure to ReactJS, NextJS, Node.js, Express, and MongoDB.Understanding of JavaScript fundamentals, HTML5, and CSS3.Familiarity with version control tools such as Git and collaborative platforms like GitHub.Strong problem-solving skills and attention to detail.Ability to work both independently and in a team environment.Excellent communication skills and a collaborative mindset.Passion for learning new technologies and continuously improving development skills.Join us in our mission to revolutionize the way businesses approach their digital journey. Whether you are an innovator, a creative mind, or someone passionate about transformative results, Twist Digital is the place for you. Embrace the power of change, unlock your potential, and shape the future with us.Are you ready to become a Twister? Apply now and be a part of the transformation!"
Ready to kickstart your career in software engineering?,Coullax (or equivalent),https://rooster.jobs/jobs/446914,"Ready to kickstart your career in software engineering?Coullax is looking for interns who are passionate about coding, Creativity, problem-solving, and excited to make an impact.What You’ll Do:Assist in the design, development, and testing of software applications.Collaborate with the team to troubleshoot and resolve software issues.Write clean, efficient, and maintainable code.Participate in code reviews and actively contribute to team discussions.Document development processes and solutions.Support various software development tasks as needed.Qualifications:Passion for tech and innovation.Currently pursuing a degree in Computer Science, Software Engineering, or a related field.Familiarity with programming languages such as Java, Python, Golang, or JavaScript.Understanding of software development principles and methodologies (Agile, Scrum).Basic knowledge of databases and SQL.Strong problem-solving skills and attention to detail.Excellent communication and teamwork abilities.At Coullax, we're ""Building the Unbuilt.""We’d love to hear from you if you’re excited about making a real impact and growing with a friendly, creative tech community.Apply now and let's create something amazing together!To apply, send your resume and a cover letter that showcases your achievements.Contact Us: 070 11 777 11 | 011 214 2278"
N/A,Coullax (or equivalent),https://rooster.jobs/jobs/446444,Title: Senior Software EngineerRole: Lead Engineer for App Development TeamEmployment Type -  Full- Time (Hybrid)Responsibilities: Taking the ownership and having a deep understanding of the core business logic of App and DatabaseAPI and back-end design and developmentIn-charge of App deployment and third-party services integrationsSolving the blockers and issues facing by the team members proactively and  failing that communicate swiftly to the Client. In-charge of System Design & DocumentationLeading the DSM and Check-In calls with Client Requirements:Computer Science/Computer Engineering/Software Engineering Degree⁠At-Least 3 years of post study/training experience ⁠Full-Stack engineering experience with hands-on NodeJS stack⁠Experience in AWS and DevOps ⁠Experience with Python would be added advantage ⁠Good understanding on Data Engineering and Data Science
N/A,Coullax (or equivalent),https://rooster.jobs/jobs/446301,"Senior Software Engineer - Full Stack(3-6 months Contract - working in office at a Leading software company)Role located in Colombo, SLIn this role you will:· Execute full software development life cycle of Code, Build, Test, Deploy in an agile scrum team.· Develop flowcharts, layouts and documentation to identify requirements and solutions· Write well-designed, testable code· Integrate software components into a fully functional software system· Document and maintain software functionality· Troubleshoot, debug and upgrade existing systems· Comply with project plans and industry standardWhat we expect in you:· Excellent in coding and unit testing· Creative problem-solving skills· 4+ Years of experience· Excellent communication skills and the ability to work effectively as part of distributed global team.· Knowledge of OOP and modern software design patterns· Knowledge of Java and Node· Knowledge of web markup, including HTML5, CSS· Knowledge of JavaScript/TypeScript and understanding in popular React.js workflows· Knowledge in designing and implementing RESTful APIs.· Knowledge of database systems like MySQL, MongoDB, etc.· Knowledge with unit testing and integration testing frameworks for Front end and back with Docker· Experience of working with version control systems like Git/Bitbucket.· Familiarity with working in a Scrum Agile delivery environment.· Quick learner with a strong drive for self-improvement"
N/A,Coullax (or equivalent),https://rooster.jobs/jobs/516725,"B.Sc. Engineering or Computer Science Undergraduate/EnthusiastWho We're Looking For:We are seeking passionate and motivated individuals with the following skills and qualities:: Proficiency in React.js, React Native, Flutter, Node.js, Python, and Golang.Tech Stack Expertise: Strong analytical and logical thinking skills with a solid grasp of Data Structures and Algorithms.Problem-Solving Prowess: Hands-on experience in web-based application development and architecture.Web Development Knowledge: Clear and effective communication skills to collaborate within and beyond the team.Exceptional Communication: Experience contributing to and collaborating on open-source projects is a bonus!Open Source EnthusiastWhy Join Us?: Fast-track your career with opportunities to step into leadership roles.Accelerated Career Growth: Competitive compensation and inspiring work environments.Attractive Perks: Be part of a unique, team-focused organization that values your growth and well-being.Employee-Centric Culture: Work on cutting-edge technologies and continuously expand your skills through innovation and creativity.Innovation at Its CoreJoin us to shape the future of technology and grow alongside a team that values your contributions! 🌟"
N/A,Coullax (or equivalent),https://rooster.jobs/jobs/516420,"At Coullax, we Build the Unbuilt, crafting AI and blockchain solutions in a fast moving, ever evolving space. We’re looking for engineers who are curious, adaptable, and ready to grow while taking on real responsibility.What You’ll DoBuild features across React/Next.js and GoWork with PostgreSQL (queries, schemas, migrations)Integrate AI features (LLMs, LangChain, RAG)Write tests and maintain code qualityCollaborate with design, product, and QA teamsDebug and optimize real product systemsWhat We’re Looking For0–2 years of experienceStrong in JS/TS + ReactFamiliar with Go / Node / Python + APIsBasic understanding of databases + RESTFast learner with strong problem-solving mindsetNice to HaveGolang experienceExposure to LLMs or AI toolsDocker / cloud basicsInterest in Blockchain / Web3What You GetWork on real, high-impact productsModern stack + hands on mentorshipFast growth in a strong engineering cultureFlexible work + performance based rewardsApplySend your CV + a short note on what you’ve built📞 070 11 777 11 | 011 214 2278"
N/A,Coullax (or equivalent),https://rooster.jobs/jobs/516372,"Job Overview:
We are seeking a Senior Software Engineer (.NET) to lead the development of scalable applications and mentor junior developers while contributing to architecture and design decisions.Key Responsibilities:Design and develop complex applications using .NET technologiesLead development efforts and guide junior engineersDefine architecture and contribute to technical decisionsOptimize application performance and scalabilityConduct code reviews and ensure coding standardsCollaborate with stakeholders to gather requirementsTroubleshoot and resolve critical technical issuesRequired Skills & Qualifications:Bachelor’s degree in Computer Science / IT or equivalent4–7 years of experience in .NET developmentStrong expertise in C#, ASP.NET Core, Web APIsSolid understanding of database design and optimization (SQL Server)Experience in system design and architectureStrong debugging and problem-solving skillsExperience with version control (Git)Nice to Have:Experience with cloud platforms (Azure/AWS)Knowledge of microservices architectureExperience with CI/CD pipelinesFrontend exposure (Angular/React)"
N/A,Coullax (or equivalent),https://rooster.jobs/jobs/514242,"B.Sc. Engineering or Computer Science Undergraduate/EnthusiastWho We're Looking For:We are seeking passionate and motivated individuals with the following skills and qualities:Tech Stack Expertise: Proficiency in React.js, React Native, Flutter, Node.js, Python, and Golang.Problem-Solving Prowess: Strong analytical and logical thinking skills with a solid grasp of Data Structures and Algorithms.Web Development Knowledge: Hands-on experience in web-based application development and architecture.Exceptional Communication: Clear and effective communication skills to collaborate within and beyond the team.Open Source Enthusiast: Experience contributing to and collaborating on open-source projects is a bonus!Why Join Us?Accelerated Career Growth: Fast-track your career with opportunities to step into leadership roles.Attractive Perks: Competitive compensation and inspiring work environments.Employee-Centric Culture: Be part of a unique, team-focused organization that values your growth and well-being.Innovation at Its Core: Work on cutting-edge technologies and continuously expand your skills through innovation and creativity.Join us to shape the future of technology and grow alongside a team that values your contributions! 🌟"
N/A,Coullax (or equivalent),https://rooster.jobs/jobs/515195,"About Twist DigitalWelcome to Twist Digital, where we believe in the transformative power of twisting the fate of businesses. At the core of our philosophy is unlocking hidden potential, reshaping digital strategies, and delivering measurable results that drive real growth.We build digital products that matter—scalable, impactful, and engineered for the future.Position OverviewWe are seeking a high-impact Associate Software Engineer who will own product development end-to-end and lead a small engineering team. This role is ideal for someone who is both a strong hands-on engineer and a natural leader—someone who can make technical decisions, drive execution, and mentor developers.You will be responsible for technical direction, feature ownership, team coordination, and delivery outcomes.Key ResponsibilitiesTechnical OwnershipOwn the architecture, development, and delivery of core product features.Design and implement scalable systems.Define technical standards, coding guidelines, and best practices for the team.Make architectural decisions and ensure system scalability, performance, and reliability.Team LeadershipLead and mentor junior developers and interns.Conduct code reviews and enforce engineering quality standards.Break down product requirements into technical tasks and sprint deliverables.Coordinate with designers, product managers, and stakeholders to ensure alignment.Product & ExecutionTranslate business requirements into technical solutions.Manage feature roadmaps and ensure timely delivery.Identify bottlenecks and proactively improve development workflows.Integrate third-party services, APIs, and internal tools.Qualifications & SkillsRequired1–3 years of experience in full-stack engineering.Strong proficiency in TypeScript and modern JavaScript (ES6+).Production experience with NextJS, React, and NestJS.Experience designing and working with MongoDB schemas and queries.Strong understanding of REST APIs, authentication, and middleware patterns.Experience with Git, GitHub/GitLab, and team-based workflows.Ability to lead technical discussions and make engineering decisions.Strong communication and leadership skills.Nice to HaveExperience with Docker, Kubernetes, CI/CD, AWS/GCP/Vercel.Knowledge of GraphQL, Redis, message queues, or microservices architecture.Prior experience leading a team.Experience working in Agile/Scrum environments.What We OfferProduct ownership and real decision-making authority.Opportunity to lead and shape an engineering team.Fast growth environment with exposure to strategy and architecture.Competitive salary and performance-based growth.Direct impact on real-world digital products and businesses.Join the TwistAt Twist Digital, engineers are not just coders—they are builders, decision-makers, and leaders. If you want to own products, lead people, and build technology that shapes businesses, this role is for you.Are you ready to become a Twister?
Apply now and lead the transformation."
N/A,Coullax (or equivalent),https://rooster.jobs/jobs/507144,"B.Sc. Engineering or Computer Science  Associate Software EngineerWho We're Looking For:We are seeking passionate and motivated individuals with the following skills and qualities:Tech Stack Expertise: Proficiency in React.js, React Native, Flutter, Node.js, Python, and Golang.Problem-Solving Prowess: Strong analytical and logical thinking skills with a solid grasp of Data Structures and Algorithms.Web Development Knowledge: Hands-on experience in web-based application development and architecture.Exceptional Communication: Clear and effective communication skills to collaborate within and beyond the team.Open Source Enthusiast: Experience contributing to and collaborating on open-source projects is a bonus!Why Join Us?Accelerated Career Growth: Fast-track your career with opportunities to step into leadership roles.Attractive Perks: Competitive compensation and inspiring work environments.Employee-Centric Culture: Be part of a unique, team-focused organization that values your growth and well-being.Innovation at Its Core: Work on cutting-edge technologies and continuously expand your skills through innovation and creativity.Join us to shape the future of technology and grow alongside a team that values your contributions! 🌟"
